CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
030500,60750305001,W1,RES1,Post1980,OwnerOccupied,TRUE,520464,25583,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,138006,1,NonWhite,FALSE,FALSE
030500,60750305001,W1,RES1,Post1980,OwnerOccupied,TRUE,520464,24663,1,NonWhite,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,46145,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,41956,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,453936,144725,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,184100,1,NonWhite,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,129911,1,NonWhite,TRUE,FALSE
030500,60750305001,W1,RES1,Post1980,OwnerOccupied,FALSE,520464,467616,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,187981,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,60743,1,NonWhite,FALSE,TRUE
030500,60750305001,W1,RES1,Pre1940,OwnerOccupied,TRUE,390348,23918,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,499915,1,White,FALSE,TRUE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,392294,1,NonWhite,FALSE,FALSE
030500,60750305001,W1,RES1,Post1980,OwnerOccupied,TRUE,520464,376109,1,NonWhite,FALSE,TRUE
030500,60750305001,W1,RES1,Post1980,OwnerOccupied,TRUE,481929,132019,1,NonWhite,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,437042,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,388987,1,White,FALSE,TRUE
030500,60750305001,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,187100,1,White,FALSE,FALSE
030500,60750305001,W1,RES1,Post1980,OwnerOccupied,TRUE,520464,28822,1,NonWhite,FALSE,FALSE
