CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,407013,2,NonWhite,FALSE,TRUE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,481929,391509,3,White,FALSE,TRUE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,39023,1,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,481929,303196,3,WhiteHispanic,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,439049,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,125591,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,23420,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,49477,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,20197,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,460815,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,453153,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,62170,1,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,35575,1,White,FALSE,TRUE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,195462,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,67787,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,16999,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,166434,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,217223,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,477469,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,69996,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,268789,2,White,TRUE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,219433,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,23518,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,31128,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,70728,1,NonWhite,TRUE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,491409,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,35213,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,183373,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,264941,2,White,FALSE,TRUE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,351008,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,186734,1,White,FALSE,TRUE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,223850,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,204475,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,497268,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,206854,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,44528,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,296250,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,165539,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,390348,181714,1,White,TRUE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,167637,2,White,FALSE,FALSE
020700,60750207001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,179622,2,NonWhite,FALSE,FALSE
020700,60750207001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,57011,1,White,FALSE,FALSE
020700,60750207001,W1,RES1,Post1980,RenterOccupied,FALSE,390348,205372,2,WhiteHispanic,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,484297,4,White,FALSE,FALSE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,520464,29651,1,NonWhite,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,415931,2,NonWhite,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,290491,2,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,73311,1,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,217532,2,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,25794,1,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,268110,4,WhiteHispanic,FALSE,FALSE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,520464,289493,4,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,206234,2,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,415175,4,White,FALSE,FALSE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,481929,120858,1,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,199062,2,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,9160,1,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,285100,4,NonWhite,TRUE,TRUE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,142299,1,White,FALSE,TRUE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,520464,29238,1,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,23346,1,NonWhite,FALSE,FALSE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,520464,147358,1,NonWhite,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,206136,2,White,FALSE,TRUE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,19682,1,White,FALSE,TRUE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,520464,448048,2,White,FALSE,FALSE
020700,60750207002,W1,RES1,Post1940,RenterOccupied,FALSE,520464,69108,1,White,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,104853,1,NonWhite,FALSE,FALSE
020700,60750207002,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,122304,1,NonWhite,FALSE,TRUE
