CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,476194,2,White,FALSE,TRUE
012800,60750128001,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,12719,1,NonWhite,FALSE,TRUE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,27989,1,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,416159,2,White,TRUE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,49555,1,White,FALSE,TRUE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,443711,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,FALSE,453936,5257,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,175545,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,322241,5,White,FALSE,TRUE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,227610,3,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,419128,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,183331,2,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,47961,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,6892,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,40752,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,229756,4,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,87564,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,8824,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,78314,1,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,312590,3,White,TRUE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,344926,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,72459,1,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,491527,2,White,FALSE,TRUE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,TRUE,481929,328776,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,195957,2,NonWhiteHispanic,FALSE,TRUE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,416759,3,White,TRUE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,228223,2,NonWhiteHispanic,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,340452,188622,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,60522,1,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,TRUE,481929,25174,1,NonWhiteHispanic,FALSE,TRUE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,FALSE,475839,212316,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,20709,1,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,400185,3,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,305469,3,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,250659,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,461777,2,White,FALSE,FALSE
012800,60750128001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,5367,1,White,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,66691,1,White,FALSE,TRUE
012800,60750128001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,197127,2,NonWhite,FALSE,FALSE
012800,60750128001,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,6974,1,White,TRUE,FALSE
