CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,24213,2,NonWhite,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,102516,3,NonWhite,FALSE,FALSE
022901,60750229011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,173318,3,White,FALSE,FALSE
022901,60750229011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,1314,2,NonWhiteHispanic,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,88001,2,White,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,163650,3,NonWhite,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,4128,2,NonWhite,FALSE,FALSE
022901,60750229011,W1,RES1,Post1940,RenterOccupied,FALSE,390348,106148,3,NonWhiteHispanic,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,250359,4,NonWhiteHispanic,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,122617,3,White,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,151606,3,NonWhite,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,470877,4,White,FALSE,FALSE
022901,60750229011,W1,RES1,Post1980,RenterOccupied,FALSE,481929,125251,3,White,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,291130,4,NonWhite,TRUE,TRUE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,25782,2,White,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,61698,2,White,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,177112,3,NonWhiteHispanic,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,23180,2,White,FALSE,FALSE
022901,60750229011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,24642,2,White,FALSE,FALSE
022901,60750229011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,428216,5,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,67739,2,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,73688,2,White,FALSE,FALSE
022901,60750229012,W1,RES1,Post1980,RenterOccupied,FALSE,520464,103673,4,NonWhite,FALSE,TRUE
022901,60750229012,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,67529,2,White,TRUE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,17692,1,NonWhite,TRUE,FALSE
022901,60750229012,W1,RES1,Pre1940,OwnerOccupied,TRUE,390348,60174,2,NonWhiteHispanic,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,34769,2,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Post1940,RenterOccupied,FALSE,481929,385094,7,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,142770,4,NonWhite,FALSE,TRUE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,24886,1,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,124497,3,WhiteHispanic,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,24398,1,NonWhiteHispanic,FALSE,TRUE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,32503,2,White,FALSE,FALSE
022901,60750229012,W1,RES1,Post1980,RenterOccupied,FALSE,481929,169128,5,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,140328,4,WhiteHispanic,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,310187,7,NonWhite,TRUE,TRUE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,18699,1,White,TRUE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,29973,1,White,FALSE,TRUE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,27394,1,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,22765,1,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,335684,7,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,22341,1,NonWhiteHispanic,FALSE,FALSE
022901,60750229012,W1,RES1,Post1940,RenterOccupied,FALSE,481929,138232,4,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,63407,2,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,122198,3,NonWhite,TRUE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,146753,4,NonWhiteHispanic,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,226317,6,NonWhite,TRUE,FALSE
022901,60750229012,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,27676,1,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,116436,3,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,124203,3,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,110597,3,NonWhite,TRUE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,452624,7,White,FALSE,FALSE
022901,60750229012,W1,RES1,Post1980,RenterOccupied,FALSE,481929,114020,4,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Post1980,RenterOccupied,FALSE,481929,74794,2,White,FALSE,FALSE
022901,60750229012,W1,RES1,Post1940,RenterOccupied,FALSE,481929,17867,1,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,11168,1,NonWhite,TRUE,FALSE
022901,60750229012,W1,RES1,Post1940,RenterOccupied,FALSE,361446,3174,1,White,FALSE,FALSE
022901,60750229012,W1,RES1,Post1980,RenterOccupied,FALSE,481929,120535,3,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,131735,4,NonWhite,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,96265,2,NonWhiteHispanic,TRUE,TRUE
022901,60750229012,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,71694,2,NonWhite,TRUE,FALSE
022901,60750229012,W1,RES1,Post1980,RenterOccupied,FALSE,520464,15527,1,White,FALSE,FALSE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,129796,4,NonWhite,FALSE,TRUE
022901,60750229012,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,18488,1,NonWhiteHispanic,FALSE,FALSE
