CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,32708,1,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,25479,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,95250,2,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,34725,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,187279,5,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,136715,4,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,50735,2,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,122358,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,73425,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,94853,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,453936,25418,1,NonWhite,TRUE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,77200,2,White,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,99418,2,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,453936,98390,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,126196,4,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,118317,3,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,390348,104553,3,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,126245,4,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,142355,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,136709,4,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,82184,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,120622,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,361446,136346,4,White,TRUE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,40362,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,390348,20510,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,35968,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,107482,3,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,29449,1,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,182735,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,217784,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,57979,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1980,RenterOccupied,FALSE,361446,33295,1,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,91198,2,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,59720,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,33852,1,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,20830,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,444553,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,36878,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,171799,5,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,90229,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,71023,2,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,88156,2,NonWhiteHispanic,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,29733,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,27621,1,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,126179,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,109428,3,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,27324,1,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,413917,5,White,TRUE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,453936,126276,4,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,111821,3,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,74243,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,129037,4,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,139315,4,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,356879,113244,3,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,319581,6,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,70772,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,21209,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,117177,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,38025,2,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,142640,4,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,25684,1,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,77820,2,NonWhite,TRUE,TRUE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,66308,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,59244,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,133310,4,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,151973,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,128032,4,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,236061,5,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,68964,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,390348,51869,2,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,111294,3,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,22252,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,55440,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,119976,3,White,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,130530,4,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,106902,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,67001,2,NonWhite,TRUE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,110294,3,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,56464,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,112093,3,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,36678,2,White,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,25810,1,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,21795,1,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,459401,5,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,53653,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,113487,3,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,390348,75195,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,361446,294831,5,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,94456,2,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,59119,2,NonWhite,TRUE,TRUE
032801,60750328011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,138872,4,White,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,32907,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1980,OwnerOccupied,FALSE,481929,112559,3,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,195758,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,130071,4,White,FALSE,FALSE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,112954,3,White,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,186518,5,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,143726,4,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,OwnerOccupied,TRUE,453936,37856,1,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,31461,1,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,66782,2,NonWhite,FALSE,FALSE
032801,60750328011,W1,RES1,Post1980,RenterOccupied,FALSE,481929,106659,2,NonWhite,TRUE,FALSE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,77608,2,NonWhite,FALSE,TRUE
032801,60750328011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,66776,2,NonWhite,FALSE,TRUE
