CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,108632,4,White,FALSE,TRUE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,116517,4,White,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,490859,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,361446,102133,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,117025,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,475839,109403,3,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,194216,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,119491,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,340383,7,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,63817,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,101391,3,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,153868,4,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,113310,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,451690,6,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,300155,7,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,157183,4,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,97860,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,366214,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,17743,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,FALSE,475839,52054,2,White,FALSE,TRUE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,116445,3,White,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,188828,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,48167,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,119098,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,453936,59823,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,359227,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,475839,64887,2,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,287375,7,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,175130,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,390348,18585,1,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,416326,7,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,23357,2,White,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,18529,1,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,4120,1,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,150328,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,192745,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,481929,96785,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,173075,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,54654,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,82106,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,490007,7,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,193693,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,99817,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,390348,49801,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,29070,2,White,TRUE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,17778,1,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,191657,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,192876,4,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,43431,2,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,171696,4,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,165926,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,453810,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,475839,114426,3,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,492489,7,White,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,13243,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,453936,296796,6,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,108096,3,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,67507,2,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,58072,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,169236,4,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,44056,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,305815,6,NonWhite,TRUE,TRUE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,163068,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,193923,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,17466,1,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,140595,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,165671,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,308362,7,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,118254,3,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,77631,2,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,307373,7,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,199235,4,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,171591,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,164286,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,17341,1,White,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,70519,2,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,232673,7,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,182703,4,White,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,77699,2,WhiteHispanic,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,520464,70142,2,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,520464,233859,7,White,TRUE,FALSE
031301,60750313011,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,83870,2,NonWhite,TRUE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,228585,6,NonWhite,FALSE,FALSE
031301,60750313011,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,41465,2,NonWhite,FALSE,TRUE
031301,60750313011,W1,RES1,Post1940,RenterOccupied,FALSE,481929,400207,4,NonWhite,FALSE,FALSE
