CT,BlockGrp,StrType,Occupancy,Code,Tenure,Mortgage,Value,Income,Size,Race,Children,Elderly
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,297559,4,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,407214,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,444980,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,22449,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,332188,2,NonWhite,FALSE,TRUE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,137251,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,180827,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,313247,4,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,149397,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,174401,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,163210,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,107590,2,White,TRUE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,422110,3,White,FALSE,TRUE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,108424,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,104884,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,272205,3,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,375057,4,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,471511,3,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,48491,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,93122,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,126345,2,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,101574,2,NonWhite,FALSE,TRUE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,214470,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,457208,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,214116,3,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,175294,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,112926,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,146752,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,249125,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,238296,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,40105,1,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,355058,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,311783,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,361446,108142,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,132661,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,481929,24129,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,127804,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,TRUE,361446,341019,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,110922,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,453936,211624,4,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,94744,1,NonWhite,FALSE,TRUE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,474735,3,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,340452,306162,3,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,109102,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,419555,3,NonWhite,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,102639,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,373929,3,White,FALSE,TRUE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,101289,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,116960,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,113585,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,93557,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,208276,3,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,480933,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,402522,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,OwnerOccupied,TRUE,520464,340538,2,NonWhite,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,125781,2,NonWhite,TRUE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,165310,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,191791,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,FALSE,481929,105817,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,106387,2,White,TRUE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,TRUE,520464,68962,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,390348,373471,4,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,TRUE,390348,22691,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,70451,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,240393,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,144691,2,White,TRUE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,72288,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,481929,152944,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,356879,153635,2,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,FALSE,520464,118621,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,475839,431441,4,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,OwnerOccupied,FALSE,520464,102535,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,499949,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,464164,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,20051,1,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,112478,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,240353,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,347304,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,349610,3,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,25845,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,169775,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,OwnerOccupied,FALSE,481929,142318,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,110432,2,White,FALSE,TRUE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,387952,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,118955,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,OwnerOccupied,FALSE,481929,27697,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,446174,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,390348,116667,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,105061,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,21619,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,170315,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,24757,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,63064,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,FALSE,520464,309097,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,FALSE,390348,102546,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,361446,388170,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,321523,3,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,47495,1,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,279940,3,White,TRUE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,65590,1,White,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,121398,2,White,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,OwnerOccupied,TRUE,481929,120702,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1980,RenterOccupied,FALSE,520464,313160,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,475839,309305,2,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,108941,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,260824,3,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,481929,125741,2,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,240726,3,NonWhite,FALSE,TRUE
045100,60750451001,W1,RES1,Post1940,RenterOccupied,FALSE,520464,184841,2,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,243503,4,NonWhite,FALSE,FALSE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,481929,20479,1,White,FALSE,TRUE
045100,60750451001,W1,RES1,Pre1940,RenterOccupied,FALSE,520464,103422,2,NonWhite,FALSE,TRUE
